,Unnamed: 0,Unnamed: 0.1,Community,Province,Island,Postal_Code,Locality,Locality_Website,Name,Alternative_Name_1,Alternative_Name_2,Descripci,Beach_Length_m,Beach_Width_m,Popularity,Urbanization,Sea_Promenade,Type_of_Sea_Promenade,Type_of_Sand,Condition,Nudism,Blue_Flag,Reachable_by_bus,Bus_Stop,Parking,Parking_Watched,Parking_Spaces,Toilets,Footbaths,Showers,Public_Telephones,Trashcans,Child_Zone,Sport_Zone,Yacht_Club,Surfing_Zone,Sport_Harbour,Sport_Harbour_Website,Distance_to_Harbour_km,Hospital,Phone_Number,Distance_to_Hospital_km,Ground_Type,lon,lat,bathingWaterIdentifier,quality2019,rating,google_place_id
2538,2538,2538,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Caló D'Es Cans, , ,"Ensenada abierta formada en la desembocadura del torrente d'Es Cocó, formando una playa de cantos rodados, con la vegetación al mismo borde del agua.",100,10,Low,Isolated,No, ,Dark,Oleaje moderado,Yes,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,No,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,"4,4",Hospital de Manacor,971847000,"24,7",Sand / Pebbles / Gravel,3.301,39.74800000000001,ES532M0061094,Excellent,,
2539,2539,2539,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala Estret, , ,Cala Estret es una amplia cala de cantos rodados y arena gruesa.,440,10,Low,Semi-Urban,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,Yes,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,"2,5",Hospital de Manacor,971847000,"22,8",Sand / Pebbles / Gravel,3.2847,39.7397,ES532M0061094,Excellent,0.0,ChIJMwrhou06lhIR7h9fsmY9gPw
2540,2540,2540,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Caló d'Es Parral, , ,"Pequeña playa urbana de arena gruesa y cantos formada en la desembocadura del torrente d'Es Parral, a continuación de Cala Estret.",130,10,Low,Semi-Urban,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,Yes,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,"0,850",Hospital de Manacor,971847000,"22,9",Sand / Gravel,3.2816,39.7396,ES532M0061094,Excellent,,
2541,2541,2541,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Sa Cánova, , ,La Playa de Sa Cánova es una de las últimas grandes playas vírgenes de Mallorca. Se encuentra en ejecución el Proyecto de Ordenación del uso público y protección del litoral y dunas de Sa Canova.,1.800,30,Low,Isolated,No, ,Golden,Oleaje moderado / Ventosa,Yes,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,Yes,No,Club Náutico Serranova (Son Serra de Marina),http://www.cnserranova.com/,"2,1",Hospital de Manacor,971847000,"23,6",Sand / Gravel,3.2651,39.7338,ES532M0061094,Excellent,,
2542,2542,2542,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,Es Dolç, , ,"Al oeste del núcleo urbano de Son Serra de Marina se encuentra esta lengua de arena de unos cien metros de longitud y ocho de anchura, limitada en su parte posterior por dunas y formaciones rocosas.",100,8,Low,Semi-Urban,No, ,Golden,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,Yes,No,Club Náutico Serranova (Son Serra de Marina),http://www.cnserranova.com/,"0,2",Hospital Comarcal D'Inca,871888500,"31,2",Sand / Gravel,3.2183,39.7395,ES532M0551242,Excellent,,
2543,2543,2543,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,Son Real, , ,"Es la continuación de la Playa Es Dolç, que se corresponde con la desembocadura del torrente de Son Real.",300,250,Low,Isolated,No, ,White,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,Yes,No,Club Náutico Serranova (Son Serra de Marina),http://www.cnserranova.com/,"0,2",Hospital Comarcal D'Inca,871888500,"31,2",Sand / Gravel,3.2119999999999997,39.7412,ES532M0551242,Excellent,,
2544,2544,2544,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,Cala Serralot, , ,"Playa muy cercana a Son Real, con acceso en Son Serra de Marina, normalmente cubierta de posidonia.",40,200,Low,Isolated,No, ,Golden,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,Yes,No,Club Náutico Serranova (Son Serra de Marina),http://www.cnserranova.com/,"1,9",Hospital Comarcal D'Inca,871888500,31,Sand / Gravel,3.2065,39.7453,ES532M0551242,Good,4.7,ChIJeX3MgrAxlhIRiXWcTuqqQ-4
2545,2545,2545,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,S'Arenal d'En Casat, , ,"Fantástica playa virgen de unos 500 metros de longitud, prácticamente desierta incluso en verano, dado que el acceso se ha de hacer caminando.",500,20,Low,Isolated,No, ,Golden,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,Yes,No,Club Nàutic de Ca'n Picafort,http://www.cncanpicafort.com/,"6,7",Hospital Comarcal D'Inca,871888500,"31,8",Sand / Gravel,3.1969,39.7483,ES532M0551239,Excellent,4.2,ChIJBxb5OZMxlhIRDsmy-RER_PM
2546,2546,2546,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,Son Bauló, , ,"Playa urbana limítrofe con el casco urbano de Ca'n Picafort formada por un extenso arenal, que se explota con diversas instalaciones desmontables de temporada.",160,80,High,Urban,No, ,White,Oleaje moderado,No,Yes,Yes,Urbano,Yes,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Club Nàutic de Ca'n Picafort,http://www.cncanpicafort.com/,"1,3",Hospital Comarcal D'Inca,871888500,"27,7",Sand,3.175,39.7574,ES532M0551239,Excellent,4.5,ChIJC9RMcD0ylhIRALgen276jSE
2547,2547,2547,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,Ca'n Picafort, , ,Playa urbana que ocupa casi la totalidad del casco urbano de Ca'n Picafort y se explota con diversas instalaciones desmontables de temporada.,1.300,30,High,Urban,Yes, ,White,Oleaje moderado,No,Yes,Yes,Urbano,Yes,,,Yes,,Yes,Yes,Yes,No,Yes,Yes,Yes,Club Nàutic de Ca'n Picafort,http://www.cncanpicafort.com/,"0,850",Hospital Comarcal D'Inca,871888500,"24,8",Sand,3.168,39.760999999999996,ES532M0551239,Excellent,,
2548,2548,2548,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Cala En Feliu, , ,Pequeña cala con un paisaje idílico y un entorno que se presta a la práctica del submarinismo.,42,30,Low,Isolated,No, ,White,Oleaje moderado,Yes,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,"12,4",Hospital Comarcal D'Inca,871888500,"40,9",Sand / Gravel,3.1634,39.9299,ES532M0421189,Excellent,4.4,ChIJrQTsNQ4qlhIRcaWXppEMqKI
2549,2549,2549,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Cala Murta, , ,"Cala de acceso complicado si no se hace por mar, con un entorno que se presta a la práctica del submarinismo.",85,25,Low,Isolated,No, ,White,Oleaje moderado,Yes,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,"15,2",Hospital Comarcal D'Inca,871888500,"43,7",Sand / Gravel,3.181,39.9405,ES532M0421189,Excellent,4.4,ChIJLdqbwlWHvRIRq6U4rdjpi4I
2550,2550,2550,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Cala en gossalba, , ,"Situada al norte de Cala Murta, de carácter aislado y con un entorno que se presta a la práctica del submarinismo.",37,15,Low,Isolated,No, , ,Oleaje moderado,Yes,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,17,Hospital Comarcal D'Inca,871888500,"45,4",Gravel,3.1892,39.9431,ES532M0421189,Excellent,4.9,ChIJg_izkVmHvRIR8DHnov9KxKA
2551,2551,2551,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Cala Figuera, , ,"Playa situada camino del faro, con un entorno virgen, arena blanca y fina con gravas y bolos sueltos.",45,10,Medium,Isolated,No, ,White,Oleaje moderado,Yes,No,No, ,No,,,No,,No,No,No,No,No,No,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,15,Hospital Comarcal D'Inca,871888500,"43,4",Sand / Pebbles / Gravel,3.1731,39.9519,ES532M0421189,Excellent,,
2552,2552,2552,Illes Balears,Illes Balears,Mallorca,7007,Banyalbufar,http://www.ajbanyalbufar.net,Port D'Es Canonge, , ,"Playa con bajo grado de ocupación, compuesta de bolos y rocas.",70,20,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,Yes,,Less than 50 parking places,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,18,Pebbles / Rock / Gravel,2.5509,39.6994,ES532M0611256,Excellent,,
2553,2553,2553,Illes Balears,Illes Balears,Mallorca,7007,Banyalbufar,http://www.ajbanyalbufar.net,Son Bunyola, , ,"Playa con acceso desde Es Port d'Es Canonge por camino y senda, con un entorno rodeado de bosque que alcanza el borde litoral.",90,20,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"19,6",Pebbles / Rock / Gravel,2.5462,39.6988,ES532M0611256,Excellent,,
2554,2554,2554,Illes Balears,Illes Balears,Mallorca,7007,Banyalbufar,http://www.ajbanyalbufar.net,Es Corral Fals, , ,"Playa de carácter aislado, rodeada de pronunciados taludes cubiertos por vegetación boscosa.",90,30,Low,Isolated,No, , ,Oleaje moderado,Yes,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"18,8",Pebbles / Rock / Gravel,2.5403,39.6987,ES532M0611256,Excellent,,
2555,2555,2555,Illes Balears,Illes Balears,Mallorca,7021,Estellencs,http://www.ajestellencs.net,Cala Estellencs, , ,"Playa situada al pie de un acantilado vertical, en un entorno sobrecogedor.",80,10,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,Yes,No,Less than 50 parking places,Yes,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"28,5",Pebbles / Rock / Gravel,2.4716,39.6585,ES532M0051093,Excellent,4.4,ChIJQ881f3v1lxIRCNOY3XRmKmo
2556,2556,2556,Illes Balears,Illes Balears,Mallorca,7005,Andratx,http://www.andratx.net,Cala Blanca, , ,Playa de canto rodado y piedra. Para aceder a ella hay que salvar un gran desnivel por una senda serpenteante.,137,27,Low,Isolated,No, ,Dark,Aguas tranquilas,Yes,No,No, ,Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Club de Vela Puerto de Andratx,http://www.cvpa.es/,"3,4",Hospital Universitario Son Espases,871205000,"32,9",Pebbles,2.4193,39.5384,ES532M0051091,Excellent,,
2557,2557,2557,Illes Balears,Illes Balears,Mallorca,7031,Llucmajor,http://www.llucmajor.org,Caló En Timo, , ,"Pequeña playa situada al oeste de la baliza de Punta Plana, de 40 metros de longitud por 20 de anchura, muy poco frecuentada.",40,20,Low,Isolated,No, ,Golden / Dark,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Nàutic S'Estanyol,http://www.cnestanyol.es,1,Hospital Son Llàtzer,871202000,"38,8",Sand / Rock / Gravel,2.9089,39.3561,ES532M0311145,Excellent,0.0,ChIJedWYwmWmlxIR2h55DC6BZIs
2558,2558,2558,Illes Balears,Illes Balears,Mallorca,7031,Llucmajor,http://www.llucmajor.org,Racó de S'Arena, , ,"Playa situada al sur del Puerto del Club Náutico S'Estanyol, no urbana y ligeramente aislada, frecuentada por vecinos de S'Estanyol.",120,150,Low,Isolated,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,Yes,Yes,No,No,No,No,Club Nàutic S'Estanyol,http://www.cnestanyol.es,"0,5",Hospital Son Llàtzer,871202000,"38,2",Sand / Rock / Gravel,2.9148,39.3587,ES532M0311145,Excellent,4.4,ChIJB_1RbHKmlxIRNhZaBIz6B7E
2559,2559,2559,Illes Balears,Illes Balears,Mallorca,7013,Campos,http://www.ajcampos.org,Es Perengons Petits, , ,"Playa situada al final de la playa d'Es Trenc, en dirección este, antes de llegar a la playa de Ses Estanques.",200,30,High,Isolated,No, ,White,Aguas tranquilas,Yes,No,No, ,No,,,No,,No,No,No,No,No,No,No,Port de la Colònia de Sant Jordi,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/colonia-de-sant-jordi/,"3,5",Hospital Son Llàtzer,871202000,"51,1",Sand,2.9914,39.3331,ES532M0131112,Excellent,4.5,ChIJlWaM5AaplxIR1WwyTpgp0aw
2560,2560,2560,Illes Balears,Illes Balears,Menorca,7037,Es Mercadal,http://www.aj-esmercadal.org,Binimel-La, , ,Playa virgen de arena dorada y fina caracterizada por la desembocadura de un torrente de gran tamaño y su variedad de aves acuáticas.,300,40,Medium,Isolated,No, ,Golden,Aguas tranquilas,No,No,No, ,Yes,No,More than 100 places,No,No,No,No,No,No,No,No,No,Port de Fornells,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-menorca/port-de-fornells/,"11,7",Hospital Mateu Orfila,971487000,32,Sand,4.053,40.0515,ES533M0371166,Good,4.5,ChIJJaQVcWsYvhIRY3xSPjG2AhQ
2561,2561,2561,Illes Balears,Illes Balears,Menorca,7037,Es Mercadal,http://www.aj-esmercadal.org,Es Macar Gran, , ,Es Macar Gran y Petit son dos calas de grava y pequeño tamaño accesibles únicamente a pie por el GR-233 desde Cala Tirant,450,22,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Port de Fornells,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-menorca/port-de-fornells/,4,Hospital Mateu Orfila,971487000,27,Sand / Gravel,4.0955,40.0569,ES533M0371166,Excellent,4.3,ChIJJQ6ppsYivhIRP7wDTAlBeSA
2562,2562,2562,Illes Balears,Illes Balears,Menorca,7037,Es Mercadal,http://www.aj-esmercadal.org,Na Macaret, , ,"Esta pequeña playa es frecuentada por los residentes de la urbanización del mismo nombre, que se extiende a lo largo de la playa con pequeñas construcciones blancas que contribuyen al aspecto isleño de la zona.",50,20,Medium,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,,No,Yes,Yes,No,No,No,No,Port Esportiu Addaia,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-menorca/port-esportiu-addaia/,"3,1",Hospital Mateu Orfila,971487000,21,Sand / Gravel,4.2013,40.0136,ES533M0371168,Excellent,,
2563,2563,2563,Illes Balears,Illes Balears,Menorca,7032,Maó,http://www.ajmao.org,S'Arenal d'En Mongofre, , ,Playa rústica de difícil acceso que goza de una excelente arena dorada y aguas cristalinas.,150,50,Medium,Isolated,No, ,Golden,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Port Esportiu Addaia,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-menorca/port-esportiu-addaia/,"16,3",Hospital Mateu Orfila,971487000,17,Sand / Gravel,4.2111,40.0064,ES533M0371168,Excellent,,
2564,2564,2564,País Vasco/Euskadi,Gipuzkoa, ,20079,Zarautz,http://www.zarautz.com,Zarautz, , ,"Extensa playa de arena situada entre la desembocadura de la regata de Iñurritza o San Pelayo y la punta de Iteico, próxima a la carretera de comunicación entre Zarautz y Getaria. En su zona oriental existe una duna. Cuenta con condiciones óptimas par",2.500,80,High,Urban,Yes, ,Golden,Oleaje fuerte / Ventosa,Parcial,No,Yes,Lurraldebus UK10/UK11. Topo Euskotren a 350 m.,Yes,Yes,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Puerto de Getaria,http://www.ekpsa.eus/es/nuestros-puertos/detalle.php?id=4,5,Hospital de Donostia,943007400,30,Sand,-2.1659,43.2889,ES212M079591,Good,,
2565,2565,2565,País Vasco/Euskadi,Gipuzkoa, ,20039,Getaria,http://www.getaria.eus/es,Malkorbe, , ,"Playa situada al Sudeste del monte de San Antón, entre las puntas de Mazoparria y Altzoko-Arria.",420,75,High,Urban,Yes, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano (Lurraldebus UK10, UK11)",Yes,Yes,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Puerto de Getaria,http://www.ekpsa.eus/es/nuestros-puertos/detalle.php?id=4,0,Hospital de Donostia,943007400,35,Sand,-2.2025,43.3032,ES212M039574,Good,4.5,ChIJxfE-jJnIUQ0RHrL5KMAEKrQ
2566,2566,2566,País Vasco/Euskadi,Gipuzkoa, ,20039,Getaria,http://www.getaria.eus/es,Gaztetape, , ,"Playa situada al Suroeste del monte de San Antón, con buenas condiciones para la práctica del surf.",210,92,Medium,Semi-Urban,Yes, ,Golden,Oleaje fuerte / Ventosa,No,No,Yes,"Interurbano (Lurraldebua UK10, UK11)",Yes,Yes,Less than 50 parking places,Yes,Yes,No,No,Yes,No,No,No,Yes,Puerto de Getaria,http://www.ekpsa.eus/es/nuestros-puertos/detalle.php?id=4,"0,5",Hospital de Donostia,943007400,30,Sand / Pebbles / Rock,-2.206,43.3039,ES212M039575,Excellent,4.3,ChIJm19o2KDIUQ0RSpbbO0fKT44
2567,2567,2567,País Vasco/Euskadi,Gipuzkoa, ,20039,Getaria,http://www.getaria.eus/es,Orruaga,Orrua, ,"Playa de cantos rodados, muy próxima a la carretera existente entre Getaria y Zumaia, con buenas condiciones para la práctica de surf.",310,40,Low,Isolated,No, , ,Oleaje fuerte / Ventosa,No,No,No, ,Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,Yes,Puerto de Getaria,http://www.ekpsa.eus/es/nuestros-puertos/detalle.php?id=4,4,Hospital de Donostia,943007400,35,Pebbles / Rock,-2.2411,43.3034,ES212M081593,Excellent,,
2568,2568,2568,País Vasco/Euskadi,Gipuzkoa, ,20081,Zumaia,http://www.zumaia.net,Santiago, , ,Playa de arena situada al Este de la desembocadura de la ría del Urola. Pertenece a los términos municipales de Getaria y Zumaia.,250,300,High,Semi-Urban,No, ,Golden,Oleaje moderado,No,No,Yes,Interurbano (parada Euskotren a 1 km; parada Lurraldebus UK01 a 1 km),Yes,No,Less than 50 parking places,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Puerto Deportivo de Zumaia,http://www.marinaurola.com,"0,6",Hospital de Donostia,943007400,35,Sand,-2.2477,43.3006,ES212M081593,Excellent,,
2569,2569,2569,País Vasco/Euskadi,Gipuzkoa, ,20081,Zumaia,http://www.zumaia.net,Itzurun, , ,Playa de arena situada entre las puntas de Marianton y Algorri. Desde un punto de vista geológico constituye un marco único para el estudio de la geometría de sus estratos y sus estructuras sedimentarias (flysch). Son espectaculares sus acantilados.,450,75,High,Urban,Yes, ,Golden,Oleaje fuerte / Ventosa,No,No,Yes,Interurbano (parada Euskotren a 1 km; parada Lurraldebus UK01 a 1 km),No,,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Puerto Deportivo de Zumaia,http://www.marinaurola.com,2,Hospital de Donostia,943007400,35,Sand,-2.2609,43.3002,ES212M081593,Excellent,4.8,ChIJ1WRAQoLPUQ0RsXCBaSVZ-Rk
2570,2570,2570,País Vasco/Euskadi,Gipuzkoa, ,20081,Zumaia,http://www.zumaia.net,Algorri, , ,"Playa de piedra formada en bajamar a continuación de la playa de Itzurun, en la ladera Este del monte de San Telmo. Llaman la atención sus acantilados y rasa mareal.",25,35,Low,Isolated,No, ,Dark,Oleaje fuerte / Ventosa,Parcial,No,Yes,"Interurbano (parada Euskotren a 1,5 km.; parada Lurraldebus UK01 a 1,5 km.)",No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Zumaia,http://www.marinaurola.com,2,Hospital de Donostia,943007400,35,Sand / Pebbles / Rock,-2.2674,43.2993,ES212M081593,Excellent,4.6,ChIJt5aKpIXPUQ0RldxJS01XJ8w
2571,2571,2571,País Vasco/Euskadi,Gipuzkoa, ,20029,Deba,http://www.deba.net,Sakoneta, , ,"Pequeña playa de piedra procedente del desgaste erosivo de los acantilados por el impacto de las olas. Situada en la ladera del monte, entre las puntas de Sakoneta y Arantzako Portua. Son espectaculares sus acantilados y rasa mareal.",500,35,Low,Isolated,No, , ,Oleaje fuerte / Ventosa,Parcial,No,Yes,Euskotren E1; Lurraldebus DB05 desde Zumaia,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Zumaia,http://www.marinaurola.com,10,Hospital Comarcal de Mendaro,943032800,20,Pebbles / Rock,-2.3093,43.2976,ES212M081593,Excellent,4.8,ChIJp3O8tQTQUQ0RpVnUHyc1Kj8
2572,2572,2572,País Vasco/Euskadi,Gipuzkoa, ,20029,Deba,http://www.deba.net,Aitzuri, , ,Pequeña playa de piedra procedente del desgaste erosivo de los acantilados por el impacto de las olas. Situada entre las puntas de Sakoneta y Arantzako Portua. Llaman la atención sus acantilados y rasa mareal.,1.600,35,Low,Isolated,No, , ,Oleaje fuerte / Ventosa,Parcial,No,Yes,"Interurbano (parada de Euskotren a 4,7 km; parada Lurraldebus a 4,7 km.)",Yes,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Zumaia,http://www.marinaurola.com,9,Hospital Comarcal de Mendaro,943032800,21,Pebbles / Rock,-2.2891,43.2948,ES212M081593,Excellent,5.0,ChIJLcVsde3PUQ0RsWP8tJwJSd4
2573,2573,2573,País Vasco/Euskadi,Gipuzkoa, ,20029,Deba,http://www.deba.net,Mendata, , ,"Pequeña playa de piedra procedente del desgaste erosivo de los acantilados por el impacto de las olas. Situada en la ladera del monte, entre Punta Mendata y Sonda-Beltza. Son espectaculares sus acantilados y rasa mareal.",220,30,Low,Isolated,No, , ,Oleaje fuerte / Ventosa,Parcial,No,Yes,Euskotren E1; Lurraldebus DB05 desde Zumaia,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Deba, ,"1,2",Hospital Comarcal de Mendaro,943032800,20,Pebbles / Rock,-2.3182,43.2965,ES212M081593,Excellent,,
2574,2574,2574,País Vasco/Euskadi,Gipuzkoa, ,20029,Deba,http://www.deba.net,Itxaspe, , ,Estrecha playa de canto rodado y piedra procedente del proceso de remoción del fenómeno de inestabilidad de los acantilados. Situada al Oeste de la punta de Aitzuri. Llaman la atención sus acantilados y rasa mareal.,750,30,Low,Isolated,No, , ,Oleaje fuerte / Ventosa,Parcial,No,Yes,Interurbano (Euskotren E1; Lurraldebus DB05 desde Zumaia),No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Deba, ,10,Hospital Comarcal de Mendaro,943032800,20,Pebbles / Rock,-2.3275,43.2972,ES212M0562515,Excellent,,
2575,2575,2575,País Vasco/Euskadi,Gipuzkoa, ,20029,Deba,http://www.deba.net,Lapari, , ,Playa de arena situada a continuación de la playa de Deba.,350,Entre 35 y 100 metros (marea baja),Medium,Semi-Urban,No, ,Golden,Oleaje fuerte / Ventosa,No,No,Yes,Euskotren E1; ver detalles autobús en observaciones,Yes,Yes,More than 100 places,No,No,Yes,No,Yes,No,No,No,Yes,Puerto Deportivo de Deba, ,"1,5",Hospital Comarcal de Mendaro,943032800,8,Sand / Rock,-2.3480000000000003,43.2991,ES212M0562515,Excellent,4.5,ChIJ0c8waJvQUQ0RiVwLYMEXYs0
